time (UTC),latitude (degrees_north),longitude (degrees_east),date_utc,primary_sample_unit,station_nr,sample_depth (m),habitat_cd,habitat_type,depth_strat,depth_strat_description,sub_region,sub_region_name_description,admin,administration_description,scientific_name,common_name,len (cm),num,time_seen,strat,strat_description
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scarus guacamaia,rainbow parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scarus taeniopterus,princess parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scarus vetula,queen parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma atomarium,greenblotch parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma aurofrenatum,redband parrotfish,12.0,0.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma aurofrenatum,redband parrotfish,21.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma chrysopterum,redtail parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma radians,bucktooth parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma rubripinne,yellowtail parrotfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Prognathodes aculeatus,longsnout butterflyfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma viride,stoplight parrotfish,10.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma viride,stoplight parrotfish,13.0,0.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma viride,stoplight parrotfish,16.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sparisoma viride,stoplight parrotfish,18.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Pareques acuminatus,high-hat,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Equetus lanceolatus,jackknife-fish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Equetus punctatus,spotted drum,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Odontoscion dentex,reef croaker,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scomberomorus regalis,cero,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scorpaena plumieri,spotted scorpionfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus adscensionis,rock hind,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis cruentata,graysby,10.0,1.25,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis cruentata,graysby,12.0,2.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis fulva,coney,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis fulva,coney,20.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus guttatus,red hind,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus guttatus,red hind,10.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus guttatus,red hind,13.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus morio,red grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus striatus,Nassau grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus chlorurus,yellowtail hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus chlorurus,yellowtail hamlet,6.0,1.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus gemma,blue hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus guttavarius,shy hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus hybrid,hybrid hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus indigo,indigo hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus nigricans,black hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus puella,barred hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus puella,barred hamlet,8.0,0.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus tann,tan hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus unicolor,butter hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca bonaci,black grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca interstitialis,yellowmouth grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca venenosa,yellowfin grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Paranthias furcifer,Atlantic creolefish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Rypticus saponaceus,greater soapfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus baldwini,lantern bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tabacarius,tobaccofish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tabacarius,tobaccofish,8.0,0.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tabacarius,tobaccofish,12.0,0.5,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tigrinus,harlequin bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tortugarum,chalk bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus bajonado,jolthead porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus calamus,saucereye porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus penna,sheepshead porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena barracuda,great barracuda,100.0,0.0,3,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena barracuda,great barracuda,110.0,0.5,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Synodus foetens,inshore lizardfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Synodus intermedius,sand diver,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Canthigaster rostrata,sharpnose puffer,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Canthigaster rostrata,sharpnose puffer,6.0,1.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Chilomycterus antennatus,bridled burrfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diodon holocanthus,balloonfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diodon hystrix,porcupinefish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphoeroides spengleri,bandtail puffer,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Nes longus,orangespotted goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Priolepis hipoliti,rusty goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Bodianus pulchellus,spotfin hogfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Halichoeres cyanocephalus,yellowcheek wrasse,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Rhomboplites aurorubens,vermilion snapper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca tigris,tiger grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diplodus argenteus,silver porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena picudilla,southern sennet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Chilomycterus schoepfii,striped burrfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphoeroides testudineus,checkered puffer,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-02T00:00:00Z,18.36735,-64.75844,2017-08-02T00:00:00Z,6118,1,17.1,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Remora remora,remora,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
